"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
23,"Dutch Force","Deadline (Timo Pralle Rework)","No Label","May 03, 2012",559
24,"Mark Leanings vs. Space RockerZ & Tania Zygar","Whatever Happens vs. Puzzle Piece (JOC Mash","n/a","May 03, 2012",559
25,"Pizz@dox","4 AM Redeemer (James Dymond Remix)","Harmonic Breeze","May 03, 2012",559
26,"Electric Traveller pres. Elementia Project","Amsterdam Night Express (Running Man Remix)","Silent Shore","May 03, 2012",559
27,"Eximinds & Sarah Russell","Pain Into Purpose (Philippe El Sisi Remix)","Amsterdam Trance Records","May 03, 2012",559
28,"ASOT Radio Classic: Mirco de Govia","Voller Sterne (Original Mix)","Euphonic","May 03, 2012",559
1,"Deadmau5 feat. Chris James","The Veldt (Original Mix)","Mau5trap","May 10, 2012",560
2,"Future Favorite: Headstrong feat. Shelley Harland","Here In The Dark (Aurosonic Progressive Remix)","Sola Records","May 10, 2012",560
3,"Garrido & Skehan feat. Isobel Mai","Stay (EDU Remix)","Hardwired","May 10, 2012",560
4,"Cerf, Mitiska & Jaren feat. Chris Jones","Starting Right Now (Ost & Meyer Remix)","Armada","May 10, 2012",560
5,"C","Systems & Bushi Feat. Hanna Finsen","n/a","May 10, 2012",560
6,"Dash Berlin feat. Kate Walsh","When You Were Around (Original Mix)","Aropa","May 10, 2012",560
7,"Armin van Buuren feat. Ana Criado","Suddenly Summer (Norin & Rad Remix)","Armind","May 10, 2012",560
8,"Armin van Buuren","We Are Here To Make Some Noise (Extended Mix)","Armind","May 10, 2012",560
9,"Karanda","Cloud Nine (Juventa Remix)","Alter Ego","May 10, 2012",560
10,"Tempo Giusto & Ima’gin","Gemini (Evol Waves Remix)","Echelon","May 10, 2012",560
11,"Darren Porter","Foundry (Original Mix)","Monster","May 10, 2012",560
12,"Susana & Ronski Speed","Winter Song (Original Mix)","Armada","May 10, 2012",560
13,"Thomas Ulstrup","Autumn Evening Star (Original Mix)","High Contrast","May 10, 2012",560
14,"Markus Schulz & Ferry Corsten","Loops & Tings (Original Mix)","Coldharbour","May 10, 2012",560
15,"Cerf, Mitiska & Jaren feat. Rank 1","Witness (Tomas Heredia Remix)","Armind","May 10, 2012",560
16,"Heatbeat","Chow Mein (Original Mix)","Armada","May 10, 2012",560
17,"Tritonal feat. Christina Soto","Everafter (Original Mix)","Air Up There","May 10, 2012",560
18,"Randry","White Magic (Nkoder Remix)","Captured","May 10, 2012",560
19,"Tune Of The Week: Eco","Echoes (Original Mix)","ASOT","May 10, 2012",560
20,"Menno de Jong","Never Lose The Magic (Original Mix)","Black Hole Recordings","May 10, 2012",560
21,"Hoyaa","Skydivers (Original Mix)","Armada","May 10, 2012",560
22,"Veselin Tasev","Sant Rafel De Sa Creu (Original Eivissa Mix)","TCD Recordings","May 10, 2012",560
23,"Deathmind & Choval","Critical Mass (Original Mix)","Diverted","May 10, 2012",560
24,"Armin van Buuren feat. Airwave","Sunspot (Sneijder Remix)","Armada Music","May 10, 2012",560
25,"Andy Moor","In Your Arms (Aly & Fila Remix)","AVA","May 10, 2012",560
26,"ASOT Radio Classic: Perpetuous Dreamer","Dust.wav (Original Mix)","Armind","May 10, 2012",560
1,"Arty","Open Space (Original Mix)","Anjunabeats","May 17, 2012",561
2,"Elfsong","Shar (Original Mix)","Touchstone","May 17, 2012",561
3,"Anton Firtich & Cramp","Amazing (B","n/a","May 17, 2012",561
4,"Luigi Lusini & Starchaser feat. Molly Bancroft","All I want (Original Mix)","The Clubbers Recordings","May 17, 2012",561
5,"Simon J","Life Thru A Lens (Inners Remix)","Infra Progressive","May 17, 2012",561
6,"Ignas feat. Julie Thompson","Hold On (Maor Levi Club Mix)","Enhanced","May 17, 2012",561
7,"Ashley Wallbridge","Zorro (Club Mix)","AVA","May 17, 2012",561
8,"Dark Matters feat. Jess Morgan","The Perfect Lie (Beat Service Remix)","S107","May 17, 2012",561
9,"Emma Hewitt","Crucify (Arnej Mix)","Armada","May 17, 2012",561
10,"Emma Hewitt","Miss You Paradise (Shogun Remix)","S107","May 17, 2012",561
11,"Wezz Devall","Stadium (Original Mix)","Armada","May 17, 2012",561
12,"Will Holland feat. Jeza","Every Heartbeat (Beat Service Remix)","Enhanced","May 17, 2012",561
13,"DJ Feel feat. Aelyn","Your Love (Bjorn Akesson Remix)","FSOE","May 17, 2012",561
14,"Markus Schulz & Ferry Corsten","Loops & Tings (Original Mix)","Coldharbour","May 17, 2012",561
15,"Paul Oakenfold & Richard Durand","Crashed (Original Mix)","Magik Muzik","May 17, 2012",561
16,"Future Favorite: Heatbeat","Chow Mein (Original Mix)","Armada","May 17, 2012",561
17,"Eco","Echoes (Original Mix)","ASOT","May 17, 2012",561
18,"Tune Of The Week: AYDA","Coliseum (Original Mix)","Alter Ego","May 17, 2012",561
19,"Jorn van Deynhoven","Headliner (Original Mix)","ASOT","May 17, 2012",561
20,"Solarstone","Pure (Club Mix)","Touchstone","May 17, 2012",561
21,"Danny Ocean & Photographer","Underground (Original Mix)","Crystal Source","May 17, 2012",561
22,"James Dymond","Morrel’s Sonata In C Minor (Original Mix)","Trance All Stars Recordings","May 17, 2012",561
23,"Chris Turner & Luke Terry","Drifting Through Darkness (Photographer Remix)","Unearthed","May 17, 2012",561
24,"Wach pres. Oussama Mlaouhia","Tunisia (Original Mix)","Blue Soho","May 17, 2012",561
25,"Veselin Tasev","Sant Rafel De Sa Creu (Original Eivissa Mix)","TCD Recordings","May 17, 2012",561
26,"BT","Flaming June (Laptop Symphony Rework)","Black Hole","May 17, 2012",561
27,"ASOT Radio Classic: Zirenz","Edge Of Space (Whiteroom Remix)","Mondo Records","May 17, 2012",561
1,"Cosmic Gate & J’Something","Over The Rainbow (W&W Remix)","Black Hole","May 24, 2012",562
2,"Chicane & Vigri","Three (Club Mix)","Modena","May 24, 2012",562
3,"Andy Moor feat. Jessica Sweetman","In Your Arms (Rafael Frost Remix)","AVA","May 24, 2012",562
4,"Gareth Emery","The Saga (Original Dirty Mix)","Garuda","May 24, 2012",562
5,"Kyau & Albert","The Box (Original Mix)","Euphonic","May 24, 2012",562
6,"Ferry Corsten feat. Aruna","Live Forever (Shogun Remix)","Flashover","May 24, 2012",562
7,"Aly & Fila vs. Jwaydan","Coming Home (Eximinds Remix)","FSOE","May 24, 2012",562
8,"Susana & Beat Service","A Different World (Original Mix)","Armada","May 24, 2012",562
9,"Susana & Shogun","Only You (Original Mix)","Armada","May 24, 2012",562
10,"Martire & Flashtech","Another World (Spark7 Remix)","Alter Ego Progressive","May 24, 2012",562
11,"Eximinds feat. Dragana","I Want To Fly Again (Original Mix)","Enhanced","May 24, 2012",562
12,"Andy Tau","Homeland (Abstract Vision & Elite Electronic Remix)","Infra Progressive","May 24, 2012",562
13,"Karanda","Titan (Original Mix)","Enhanced Progressive","May 24, 2012",562
14,"Invalyd vs. Armin van Buuren","Beat By Beat vs. Coming Home (AvB Mash","n/a","May 24, 2012",562
15,"Ummet Ozcan","The Box (Original Mix)","Spinnin","May 24, 2012",562
16,"Stoneface & Terminal","Gallery Of Sound (Original Mix)","Enhanced","May 24, 2012",562
17,"Oliver Smith","Progress (Nitrous Oxide Remix)","Anjunabeats","May 24, 2012",562
18,"W&W","Invasion (Heatbeat Remix)","Armada","May 24, 2012",562
19,"Heatbeat","Chow Mein (Original Mix)","Armada","May 24, 2012",562
20,"Ayda","Coliseum (Original Mix)","Alter Ego Records","May 24, 2012",562
21,"Tritonal feat. Christina Soto","Everafter (Original Mix)","Air Up There","May 24, 2012",562
22,"Tune Of The Week: Ronski Speed","Proton 12 (Ronski Speed & Cressida Mix)","Enhanced","May 24, 2012",562
23,"Solarstone & Giuseppe Ottaviani","Falcons (Original Mix)","Black Hole / Touchstone","May 24, 2012",562
24,"Pizz@dox","4 AM Redeemer (James Dymond Remix)","Arisa Audio","May 24, 2012",562
25,"Nick Sentience & Paul Robertson","Sylo (Original Mix)","Nightvision","May 24, 2012",562
26,"Future Favorite: Wach pres. Oussama Mlaouhia","Tunisia (Original Mix)","Blue Soho","May 24, 2012",562
27,"ASOT Radio Classic: G&M Project","Sunday Afternoon (Original Mix)","ID&T","May 24, 2012",562
1,"Above & Beyond feat. Richard Bedford","On My Way To Heaven (Above & Beyond Club Mix)","Anjunabeats","May 31, 2012",563
2,"Future Favorite: Cosmic Gate & J’Something","Over The Rainbow (W&W Remix)","Black Hole","May 31, 2012",563
3,"W&W & Jochen Miller","Summer (Original Mix)","Mainstage","May 31, 2012",563
4,"Tenishia & Jan Johnston","As It Should (Original Mix)","S107","May 31, 2012",563
5,"Susana & Shogun","Only You (Original Mix)","Armada","May 31, 2012",563
6,"Vast Vision Feat. Fisher","Hurricane (Ost & Meyer Remix)","Enhanced","May 31, 2012",563
7,"Armin van Buuren pres. Gaia","J’ai Envie De Toi (Tom Fall Remix)","Armind","May 31, 2012",563
8,"Ummet Ozcan","The Box (Original Mix)","Spinnin","May 31, 2012",563
9,"Gareth Emery","The Saga (Original Dirty Mix)","Garuda","May 31, 2012",563
10,"Neev Kennedy & DNS Project","A Bridge (Original Mix)","A&R","May 31, 2012",563
11,"Hydro Poison","Normandia (Mike Danis Remix)","Alter Ego","May 31, 2012",563
12,"Tune Of The Week: Andrew Rayel","Aeon of Revenge (Original Mix)","ASOT","May 31, 2012",563
13,"Matt Bukovski","In Dreams (Original Mix)","Digital Society Recordings","May 31, 2012",563
14,"The Noble Six","Sundown In Dubai (Robbie Seed pres. Airsun Remix)","Blue Soho","May 31, 2012",563
15,"Poshout feat. Ange","Beside (Daniel Kandi’s Dub Mix)","Timeline Music","May 31, 2012",563
16,"Fast Distance","Alpine (Original Mix)","Digital Society","May 31, 2012",563
17,"Future Favorite: Solarstone & Giuseppe Ottaviani","Falcons (Album Version)","Touchstone","May 31, 2012",563
18,"Aly & Fila feat. Jwaydan","Coming Home (Original Mix)","FSOE","May 31, 2012",563
19,"Bryan Kearney & Jamie Walker","Nataraja (Original Mix)","Kearnage","May 31, 2012",563
20,"Mark Leanings","Whatever Happens (Arctic Moon Remix)","Subculture","May 31, 2012",563
21,"Vlind","Hidden (Original Mix)","Only Trance Records","May 31, 2012",563
22,"Darren Porter","Sparkles (Original Mix)","Trancefixion","May 31, 2012",563
23,"Wach pres. Oussama Mlaouhia","Tunisia (Original Mix)","Blue Soho","May 31, 2012",563
24,"Solarstone","Pure (MaRlo Remix)","Touchstone","May 31, 2012",563
25,"ASOT Radio Classic: Kirsty Hawhshaw Meets Tenishia","Outsiders (Jose Amnesia Remix)","Armind / Armada","May 31, 2012",563
1,"Armin van Buuren","We Are Here To Make Some Noise (Maison & Dragen Remix)","Armind","June 07, 2012",564
2,"JOOP feat. Tiffany Johnston","Just One Night (Original Mix)","High Contrast","June 07, 2012",564
3,"Christian Burns & Stefan Dabruck","Bullet (Original Mix)","Armada","June 07, 2012",564
4,"Armin van Buuren & Ana Criado","Suddenly Summer (Heatbeat Remix)","Armind","June 07, 2012",564
5,"Heatbeat","Extra Bacon (Original Mix)","Captivating Sounds","June 07, 2012",564
6,"Ali Wilson","Lights of Aither (Original Mix)","Armind","June 07, 2012",564
7,"Boom Jinx & Daniel Kandi","Azzura (Rafael Frost Remix)","Enhanced","June 07, 2012",564
8,"Above & Beyond feat. Richard Bedford","On My Way To Heaven (Above & Beyond Club Mix)","Anjunabeats","June 07, 2012",564
9,"Johan Malmgren","Find You (Original Mix)","Rebrand","June 07, 2012",564
10,"Tune Of The Week: Aly & Fila meet Roger Shah","Perfect Love (Original Mix)","Armada","June 07, 2012",564
11,"Future Favorite: Andrew Rayel","Aeon of Revenge (Original Mix)","ASOT","June 07, 2012",564
12,"Mr. Pit","River Of Hearts (Ben Gold Remix)","Coldharbour","June 07, 2012",564
13,"Lee Osborne","Yachtmaster (Original Mix)","Lange","June 07, 2012",564
14,"Miroslav Vrlik","Pyramid Peaks (Sylvermay Remix)","Perceptive Recordings","June 07, 2012",564
15,"Behind The Sunset","Chameleon (Virtual Vault Remix)","Arisa Audio","June 07, 2012",564
16,"MaLu","Oasa (Original Mix)","Arcana","June 07, 2012",564
17,"Matt Davey","Nemisis (Uplifting Mix)","ASOT","June 07, 2012",564
18,"Sneijder","Away From Here (Sneijder’s 1am Remix)","Vandit","June 07, 2012",564
19,"TrancEye","Sunset In Your Eyes (Original Mix)","Redux","June 07, 2012",564
20,"Mark Leanings","Whatever Happens (Arctic Moon Remix)","Subculture","June 07, 2012",564
21,"Meridian","Pressure (Original Mix)","Infrasonic","June 07, 2012",564
22,"Jordan Suckley","Spooked (Original Mix)","Liquid Recordings","June 07, 2012",564
23,"Mark Sherry","My Love (Outburst Mix)","Night Vision","June 07, 2012",564
24,"ASOT Radio Classic: Armin van Buuren","Rush Hour (Original Mix)","Armind","June 07, 2012",564
1,"Ashley Wallbridge feat. Audrey Gallagher","Bang the Drum (Omnia Remix)","AVA","June 14, 2012",565
2,"Future Favorite: Aly & Fila meet Roger Shah","Perfect Love (Original Mix)","Armada","June 14, 2012",565
3,"Tune Of The Week: Stoneface & Terminal","Here Comes The Sun (Club Mix)","Euphonic","June 14, 2012",565
4,"Heatbeat","Extra Bacon (Original Mix)","Captivating Sounds","June 14, 2012",565
5,"KhoMha","The Dark Knight (Original Mix)","Coldharbour","June 14, 2012",565
6,"Aligator feat. Daniel Kandi","The Perfect Match (Club Version)","Discowax","June 14, 2012",565
7,"Andrew Rayel","Aeon of Revenge (Original Mix)","ASOT","June 14, 2012",565
8,"John O’Callaghan","Boban (Original Mix)","Subculture","June 14, 2012",565
9,"The Noble Six","Sundown In Dubai (Ahmed Romel Remix)","Blue Soho","June 14, 2012",565
10,"ASOT Radio Classic: Saltwater","The Legacy (Alphazone Remix)","Armada Music","June 14, 2012",565
11,"Armin van Buuren pres. Gaia","J’ai Envie De Toi (Tom Fall Remix)","Armind","June 14, 2012",565
12,"Armin van Buuren","We Are Here To Make Some Noise (Maison & Dragen Remix)","Armind","June 14, 2012",565
13,"Gareth Emery","The Saga (Original Dirty Mix)","Garuda","June 14, 2012",565
14,"Tomas Heredia vs. Armin van Buuren","Montana vs. Fine Without you (AvB Mash","n/a","June 14, 2012",565
15,"Armin van Buuren & Ana Criado","Suddenly Summer (Heatbeat Remix)","Armind","June 14, 2012",565
16,"Beat Service","Fortuna (Original Mix)","Cold Harbour","June 14, 2012",565
17,"W&W","Invasion (Club Mix)","Armada","June 14, 2012",565
18,"Ashley Wallbridge","Mumbai Traffic (Original Mix)","AVA","June 14, 2012",565
19,"Armin van Buuren presents Gaia","Humming The Lights (Original Mix)","Armind","June 14, 2012",565
20,"Armin van Buuren","Communication (Tomas Heredia 2012 Mix)","Armind","June 14, 2012",565
21,"Ferry Corsten & Armin van Buuren","Brute (Armin’s Illegal Drum Edit)","Flashover","June 14, 2012",565
22,"Ottaviani & John O’Callaghan vs. Armin van Buuren","Ride The Wave vs. Burned With Desire (AvB Mash","n/a","June 14, 2012",565
23,"W&W","AK","n/a","June 14, 2012",565
1,"Denis Kenzo feat. Sveta B.","Lullaby Lonely (Original Mix)","Armada Music","June 21, 2012",566
2,"Andain","Turn Up The Sound (TyDi Remix)","Black Hole Recordings","June 21, 2012",566
3,"Paul Oakenfold feat J. Hart","Surrender (Maison & Dragen Remix)","Perfecto Fluoro","June 21, 2012",566
4,"Store N Forward & Aneym","I’ll Be There (Original Mix)","Afterglow","June 21, 2012",566
5,"Mark Sixma vs. Fisherman & Hawkins","Perlas (Original Mix)","Captivating Sounds","June 21, 2012",566
6,"Ashley Wallbridge feat. Audrey Gallagher","Bang the Drum (Omnia Remix)","AVA","June 21, 2012",566
7,"Aly & Fila meet Roger Shah","Perfect Love (Original Mix)","Armada","June 21, 2012",566
8,"Running Man","City Lights (Original Mix)","Fraction Records","June 21, 2012",566
9,"Aligator feat. Daniel Kandi","The Perfect Match (Club Version)","Discowax","June 21, 2012",566
10,"Stoneface & Terminal","Here Comes The Sun (Club Mix)","Euphonic","June 21, 2012",566
11,"DNS Project","2Day (Original Mix)","S107","June 21, 2012",566
12,"Tune Of The Week: Lemon & Einar K presents Capa","Bit By… (Original Mix)","ASOT","June 21, 2012",566
13,"Will Atkinson presents Darkboy","Darker Shades Of Black (Angry Man Remix)","Perfecto Fluoro","June 21, 2012",566
14,"Alex M.O.R.P.H. feat. Sylvia Tosun","Antara / The Circle (Dub Mix)","ASOT","June 21, 2012",566
15,"Mr. Pit","River Of Hearts (Ben Gold Remix)","Coldharbour","June 21, 2012",566
16,"Celauro","Soundwaves (Original Mix)","Soundpiercing","June 21, 2012",566
17,"Photographer","Night Rush (Lee Miller Remix)","Vibrate","June 21, 2012",566
18,"Aly & Fila vs. Bjorn Akesson","Sand Theme (Original Mix)","FSOE","June 21, 2012",566
19,"Rene Dale","Reset (James Poulton Remix)","Monster Recordings","June 21, 2012",566
20,"Clay C","Switch (Original Mix)","Future Focus Recordings","June 21, 2012",566
21,"Bryan Kearney & Jamie Walker","Nataraja (Original Mix)","Kearnage","June 21, 2012",566
22,"John O’Callaghan","Boban (Original Mix)","Subculture","June 21, 2012",566
23,"Armin van Buuren feat. Jan Vayne","Serenity (Bryan Kearney Remix)","Armind","June 21, 2012",566
24,"ASOT Radio Classic: Airbase","Ocean Realm (Original Mix)","Go For It","June 21, 2012",566
1,"Andain","Turn Up the Sound (Xtigma Remix)","Black Hole","June 28, 2012",567
2,"Denis Kenzo feat. Sveta B.","Lullaby Lonely (Original Mix)","Armada Music","June 28, 2012",567
3,"Norin & Rad","Retrograde (Original Mix)","Enhanced","June 28, 2012",567
4,"Above & Beyond feat. Richard Bedford","On My Way To Heaven (Tomas Heredia At Sunrise Mix)","Anjunabeats","June 28, 2012",567
5,"Luigi Lusini & Starchaser feat Molly Bancroft","All I Want (Matteo Marini Mix)","The Clubbers","June 28, 2012",567
6,"Markus Schulz feat. Adina Butar","Caught (Club Mix)","Coldharbour","June 28, 2012",567
7,"Tritonal & Kaeno","Azuca (Club Mix)","Enhanced","June 28, 2012",567
8,"Roger Shah feat. Carla Werner","One Love (Andrew Rayel Remix)","Magic Island","June 28, 2012",567
9,"Nitrous Oxide & Dan Stone","Nautica (Original Mix)","Anjunabeats","June 28, 2012",567
10,"Gelardi","Deira (Original Mix)","Armada","June 28, 2012",567
11,"Gradian","Valkyrie (Abstract Vision & Elite Electronic Remix)","Unearthed","June 28, 2012",567
12,"Lemon & Einar K presents Capa","Bit By… (Original Mix)","ASOT","June 28, 2012",567
13,"Paul van Dyk feat. Arty","The Ocean (Eddie Bitar Remix)","Vandit","June 28, 2012",567
14,"Dark Matters feat. Neev Kennedy","Loneliness Won’t Leave Me Alone (Sebastian Brandt Remix)","Armada","June 28, 2012",567
15,"Dan Thompson","Bipolar (Vengeance EP)","Digital Remedy","June 28, 2012",567
16,"Tune Of The Week: C","Systems & Bushi","n/a","June 28, 2012",567
17,"Stoneface & Terminal","Here Comes The Sun (Club Mix)","Euphonic","June 28, 2012",567
18,"Dart Rayne","Sophia (UCast Remix)","Trance All Stars","June 28, 2012",567
19,"Future Favorite: Aligator feat. Daniel Kandi","The Perfect Match (Club Version)","Discowax","June 28, 2012",567
20,"Running Man","City Lights (Original Mix)","Fraction Records","June 28, 2012",567
21,"Paul Trainer","Outbound (Original Mix)","Discover White","June 28, 2012",567
22,"Ayda","Pharoah (James Dymond Remix)","Alter Ego Records","June 28, 2012",567
23,"Aly & Fila meet Solarstone","Fire Island (Aly & Fila Uplifting Mix)","Armada Music","June 28, 2012",567
24,"Hans Zimmer","I Don’t Think Now Is The Best Time (Philippe El Sisi Remix)","No Label","June 28, 2012",567
25,"Indecent Noise","Phobia (Bryan Kearney Remix)","Mental Asylum Records","June 28, 2012",567
26,"ASOT Radio Classic: Conjure One Feat. Sinead O’Conner","Tears From The Moon (Tiesto Mix)","Nettwerk","June 28, 2012",567
1,"Zedd feat. Matthew Koma","Spectrum (Armin Van Buuren Remix)","Interscope","July 05, 2012",568
2,"Rex Mundi","Bella Monaco (Original Mix)","Coldharbour","July 05, 2012",568
3,"Headstrong feat. Stine Grove","Love Until It Hurts (Aurosonic Progressive Mix)","Sola Records","July 05, 2012",568
4,"Chicane & Ferry Corsten","One Thousand Suns (Original Mix)","Modena Records","July 05, 2012",568
5,"W&W","Moscow (Original Mix)","Mainstage","July 05, 2012",568
6,"Cosmic Gate","Perfect Stranger (Wezz Devall Remix)","Blackhole","July 05, 2012",568
7,"Andy Moor","K Ta (Original Mix)","AVA","July 05, 2012",568
8,"Andy Moor feat. Sue McLaren","Trespass (Original Mix)","AVA","July 05, 2012",568
9,"Dash Berlin feat. Chris Madin","Silence In Your Heart (Antillas Remix)","Aropa","July 05, 2012",568
10,"Marcel Woods & W&W","Trigger (Original Mix)","Revealed","July 05, 2012",568
11,"Cosmic Gate","The Godskitchen Beyond Sound Anthem (Original Mix)","Blackhole","July 05, 2012",568
12,"Epos","Polarized (Roger Shah Anthem Mix)","Delmar","July 05, 2012",568
13,"Roger Shah feat. Carla Werner","One Love (Andrew Rayel Remix)","Magic Island","July 05, 2012",568
14,"Nhato feat. Hiroyuki Oda","Moonquake (Original Mix)","Otographic Music","July 05, 2012",568
15,"Tune Of The Week: Tomas Heredia","The Journey (Original Mix)","Captivating Sounds","July 05, 2012",568
16,"Emma Hewitt","Crucify (MaRLo Remix)","Armada","July 05, 2012",568
17,"Ralph Novell","Lagoon (Original Mix)","Monster","July 05, 2012",568
18,"Cape Town","Challenger (Paul Ercossa Remix)","Camouflage","July 05, 2012",568
19,"Chris Metcalfe","Curveball (Original Mix)","Subculture","July 05, 2012",568
20,"Porter Robinson","Spitfire (Bjorn Akesson Remix)","OWSLA","July 05, 2012",568
21,"Sean Tyas feat. Lo","Fi Sugar","n/a","July 05, 2012",568
22,"Running Man","Let Go (Original Mix)","Silent Shore Recordings","July 05, 2012",568
23,"Future Favorite: Aly & Fila meet Solarstone","Fire Island (Aly & Fila Uplifting Mix)","ARVA","July 05, 2012",568
24,"Simon Patterson","Within (Original Mix)","Night Vision","July 05, 2012",568
25,"ASOT Radio Classic: Armin van Buuren","Precious (Original Mix)","Armind","July 05, 2012",568
1,"Alex M.O.R.P.H.","Eternal Flame (Original Album Version)","Armada","July 12, 2012",569
2,"Markus Schulz feat. Adina Butar","Caught (Tritonal Remix)","Coldharbour","July 12, 2012",569
3,"LTN","Never Let Me Go (Beat Service Remix)","Enhanced Progressive","July 12, 2012",569
4,"TyDi","Sex, Lies & Still Oblivious (LTN Remix)","Zouk","July 12, 2012",569
5,"Cosmic Gate","Perfect Stranger (Original Mix)","Blackhole","July 12, 2012",569
6,"Tune Of The Week: Tomas Heredia","Lost (Original Mix)","Captivating Sounds","July 12, 2012",569
7,"Alex M.O.R.P.H.","Sun Of Ilena (Original Mix)","Armada","July 12, 2012",569
8,"Emma Hewitt","Crucify (MaRLo Dub Remix)","Armada","July 12, 2012",569
9,"Store N Forward","Oregano (Original Mix)","Enhanced","July 12, 2012",569
10,"Headstrong feat. Stine Grove","Love Until It Hurts (Solis & Sean Truby Mix)","Sola Records","July 12, 2012",569
11,"Max Graham feat. Jeza","Still There’s You (Tomas Heredia Remix)","Rebrand","July 12, 2012",569
12,"ASOT Radio Classic: Sun Decade","I’m Alone (Stoneface & Terminal Vocal Mix)","Euphonic","July 12, 2012",569
13,"Dennis Sheperd & Cold Blue feat. Ana Criado","Fallen Angel (Marc Simz Intro Mix)","High Contrast","July 12, 2012",569
14,"Zedd feat. Matthew Koma","Spectrum (Armin van Buuren Remix)","Interscope","July 12, 2012",569
15,"Pryda vs. Max Robbers","Allein vs. Now (AvB Mash","n/a","July 12, 2012",569
16,"Ivan Gough & Feenixpawl feat. Georgi Kay vs. Qulinez","Troll In My Mind (First State Mash","n/a","July 12, 2012",569
17,"Orjan Nilsen","Endymion (Original Mix)","Armind","July 12, 2012",569
18,"Future Favorite: W&W","Moscow (Original Mix)","Mainstage","July 12, 2012",569
19,"Porter Robinson","Language (Original Mix)","Big Beat","July 12, 2012",569
20,"Heatbeat","Arganda (Chris Schweizer Rockin Mix)","Captivating Sounds","July 12, 2012",569
21,"Tomas Heredia vs. Armin van Buuren","Montana vs. Fine Without You (AvB Mash","n/a","July 12, 2012",569
22,"Ummet Ozcan","The Box (Original Mix)","Spinnin","July 12, 2012",569
23,"Orjan Nilsen","Legions (Original Mix)","Armind","July 12, 2012",569
24,"Beat Service","Fortuna (Original Mix)","Cold Harbour","July 12, 2012",569
25,"Ruben de Ronde vs. Gareth Emery vs. Daniel Kandi & Ferry Tayle","Forever In Our Hearts (JvD Mix) vs. Concrete Angel vs. Flying Blue (AvB Mash","n/a","July 12, 2012",569
26,"Paul Van Dyk feat. Austin Leeds","Verano (PvD’s Full Fire Mix)","Vandit","July 12, 2012",569
1,"Headstrong feat. Stine Grove","Love Unil It Hurts (Aurosonic Progressive Mix)","Sola Records","July 19, 2012",570
2,"Future Favorite: Alex M.O.R.P.H.","Eternal Flame (Original Breaks Mix)","Armada","July 19, 2012",570
3,"Chicane & Ferry Corsten","One Thousands Suns (Soundprank Mix)","Modena","July 19, 2012",570
4,"Amurai","Valencia (Original Mix)","Songbird","July 19, 2012",570
5,"Above & Beyond pres. Tranquility Base","Razorfish (Jerome Isma","n/a","July 19, 2012",570
6,"W&W","Moscow (Original Mix)","Mainstage","July 19, 2012",570
7,"Audien","Eventide (Original Mix)","Anjunabeats","July 19, 2012",570
8,"Mark Eteson","The Gathering (Original Mix)","No Label","July 19, 2012",570
9,"Fred Numf & Etienne Overdijk","Endorphin (Original Mix)","Aropa","July 19, 2012",570
10,"Armin van Buuren pres. Gaia","J’ai Envie De Toi (Protoculture Remix)","Armind","July 19, 2012",570
11,"Space RockerZ & Ellie Lawson","Under The Same Sky (Beat Service Remix)","Beat Service Audio","July 19, 2012",570
12,"Andy Moor","K Ta (Original Mix)","AVA","July 19, 2012",570
13,"Greg Downey","Until Tomorrow (Original Mix)","Night Vision","July 19, 2012",570
14,"Tomas Heredia","Lost (Original Mix)","Captivating Sounds","July 19, 2012",570
15,"Elevation vs. Grube & Hovsepian","City Of Angels (Beat Service Remix)","Coldharbour","July 19, 2012",570
16,"Ronski Speed","Proton 12 (Ronski Speed & Cressida Mix)","Euphonic","July 19, 2012",570
17,"Tune Of The Week: Extravagance SL","Nightshoh (Dan Stone Remix)","Tool Trance","July 19, 2012",570
18,"Dgoh","Next Wave (Dennis Sheperd Remix)","Amon Vision","July 19, 2012",570
19,"Estiva & Tania Zygar","Death Of Me (Ferry Tayle Remix)","Enhanced","July 19, 2012",570
20,"Solarstone with Aly & Fila","Fireisland","Touchstone","July 19, 2012",570
21,"Marcos","Just For A Day (Luke Bond Remix)","Borderline","July 19, 2012",570
22,"Indecent Noise","Phobia (Original Mix)","Mental Asylum","July 19, 2012",570
23,"Sasha Carassi and Mikael Jonasson vs. Gaia","Void vs. Status Excessu D vs. Thriller (AvB Mash","n/a","July 19, 2012",570
24,"Ayda","Pharoah (James Dymond Remix)","Alter Ego Records","July 19, 2012",570
25,"ASOT Radio Classic: Veracocha","Carte Blanche (Original Mix)","Deal Records","July 19, 2012",570
1,"Dennis Sheperd feat. Molly Bancroft","Silence (Club Mix)","High Contrast","July 26, 2012",571
2,"Future Favorite: Headstrong feat. Stine Grove","Love Until It Hurts (Aurosonic Progressive Mix)","Sola Records","July 26, 2012",571
3,"Ana Criado & Omnia","No One Home (Original Mix)","A&R","July 26, 2012",571
4,"Beat Service","Mars (Original Mix)","Enhanced","July 26, 2012",571
5,"Rex Mundi","Bella Monaco (Original Mix)","Coldharbour","July 26, 2012",571
6,"Andrew Bayer","Monolith (Maor Levi Remix)","Anjunabeats","July 26, 2012",571
7,"Orjan Nilsen","Phireworx (Original Mix)","Armind","July 26, 2012",571
