"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
9,"Future Favorite: Armin van Buuren & Aly & Fila ft. Kazi Jay","For All Time","ASOT","September 09, 2021",1033
10,"Andrew Rayel & Robbie Seed ft. Maryjo Lilac","Blue Roses","Find Your Harmony","September 09, 2021",1033
11,"Chris Schweizer ft. Amin Salmee","Insomnia","ASOT","September 09, 2021",1033
12,"Daniel Kandi & Prox","Freefall","AVA","September 09, 2021",1033
13,"Service For Dreamers: Roman Messer ft. Cari","Serenity","Suanda","September 09, 2021",1033
14,"Federation","Venus (Alex M.O.R.P.H. Remix)","Feed The Moth","September 09, 2021",1033
15,"Ruben de Ronde & That Girl","Lose Yourself (Jimmy Chou Remix)","Statement!","September 09, 2021",1033
16,"Visa Seppänen","Night Harmony","Estrella","September 09, 2021",1033
17,"Cosmic Gate","Vertigo","Black Hole","September 09, 2021",1033
18,"Cosmic Gate & Diana Miro","Nothing To Hide","Wake Your Mind","September 09, 2021",1033
19,"Cosmic Gate","Feel It (AVIRA Remix)","Wake Your Mind","September 09, 2021",1033
20,"Above & Beyond & Justine Suissa","Almost Home (Above & Beyond Club Mix)","Anjunabeats","September 09, 2021",1033
21,"Cosmic Gate","Your Mind","Wake Your Mind","September 09, 2021",1033
22,"Ralphie B & Frank Waanders","Valve","Nocturnal Knights","September 09, 2021",1033
23,"Craig Connelly","Behind Closed Doors","ASOT","September 09, 2021",1033
24,"Astrix & Freedom Fighters","Burning Stones (Simon Patterson Remix)","Vii","September 09, 2021",1033
25,"MaRLo","Hoogenbanger","Reaching Altitude","September 09, 2021",1033
26,"Yoel Lewis & Meital De Razon","Brave (ReOrder Remix)","Find Your Harmony","September 09, 2021",1033
1,"York & Au/Ra","Golden Hour","Enhanced","September 16, 2021",1034
2,"Gab Hydes & Mathew V","Now I See","Armada","September 16, 2021",1034
3,"Progressive Pick: Nicholas Gunn ft. Alina Renae","Angels (Scorz Remix)","Armind","September 16, 2021",1034
4,"Maywave","Paloma","Euphonic","September 16, 2021",1034
5,"DT8 Project","Hold Me Till The End (Ferry Corsten Remix)","Mondo","September 16, 2021",1034
6,"Tune Of The Week: Steve Aoki & Armin van Buuren","Music Means Love Forever","Dim Mak","September 16, 2021",1034
7,"Bukhu","Mother And Father (Danny Avila Remix)","Ophelia","September 16, 2021",1034
8,"Daxson","Ethereal","Coldharbour","September 16, 2021",1034
9,"Beatsole & Stefkoo & Cea","2008","ASOT","September 16, 2021",1034
10,"Trending Track: Armin van Buuren & Aly & Fila ft. Kazi Jay","For All Time","ASOT","September 16, 2021",1034
11,"Future Favorite: Richard Durand & Christina Novelli","My Guiding Light","Muse Music","September 16, 2021",1034
12,"Ørjan Nilsen","Between The Rays (DJ Governor Remix)","Armind","September 16, 2021",1034
13,"Aimoon","Radiance","ASOT","September 16, 2021",1034
14,"Service For Dreamers: MaRLo & Feenixpawl ft. Kamilla Bayrak","Lighter Than Air","Armind","September 16, 2021",1034
15,"First State","Reach Me (Ciaran McAuley Remix)","Itwt","September 16, 2021",1034
16,"Nitrous Oxide","Code Red","Oxidised","September 16, 2021",1034
17,"Andy Moor & Somna & BLÜ EYES","Up In Smoke (C","n/a","September 16, 2021",1034
18,"Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream (Ben Gold Remix)","Flashover","September 16, 2021",1034
19,"Ashley Wallbridge","Riffs","We'll Be Ok","September 16, 2021",1034
20,"Ashley Wallbridge ft. Linney","City Of Angels","We'll Be Ok","September 16, 2021",1034
21,"Ashley Wallbridge","Vision (Ready For Life Remix)","AVA","September 16, 2021",1034
22,"Ashley Wallbridge ft. Bodine","This Is Home","We'll Be Ok","September 16, 2021",1034
23,"Ashley Wallbridge ft. Sarah de Warren","World For You","We'll Be Ok","September 16, 2021",1034
24,"Ashley Wallbridge","Aurora","We'll Be Ok","September 16, 2021",1034
25,"Activa & Jennifer Rene","Stranger","Black Hole","September 16, 2021",1034
26,"D72 & O.B.M Notion & That Girl","In My Heart (Richard Durand Remix)","Black Hole","September 16, 2021",1034
27,"Fisherman & Lachi","DNA (Roman Messer Remix)","Black Hole","September 16, 2021",1034
28,"Masters & Nickson ft. Justine Suissa","Out There (5th Dimension)","Soundpiercing","September 16, 2021",1034
29,"Heatbeat & Vision X","Terminator","Interplay","September 16, 2021",1034
30,"David Forbes","Isolate","WAO138","September 16, 2021",1034
1,"Omnia","Forever","Etrnty","September 23, 2021",1035
2,"Progressive Pick: Purple Haze","Recover","Armada","September 23, 2021",1035
3,"Adrian Alexander","Yara","Elliptical Sun","September 23, 2021",1035
4,"AVIRA & Kiko Franco ft. Nathan Nicholson","Ocean","Armada","September 23, 2021",1035
5,"DT8 Project","Forever (Rodrigo Deem Remix)","Enhanced Prog","September 23, 2021",1035
6,"Tune Of The Week: Armin van Buuren & Davina Michelle","Hold On (Armin van Buuren Club Mix)","Armada","September 23, 2021",1035
7,"Trending Track: Steve Aoki & Armin van Buuren","Music Means Love Forever","Dim Mak","September 23, 2021",1035
8,"Ruddaz","Fallen Angel","Elliptical Sun Melodies","September 23, 2021",1035
9,"Tritonal & Emme","Out Of The Dark","Enhanced","September 23, 2021",1035
10,"Alexander Popov & Paul Oakenfold","Angel","Interplay","September 23, 2021",1035
11,"Roger Shah with Stoneface & Terminal","Hyperion","FSOE","September 23, 2021",1035
12,"Future Favorite: Aimoon","Radiance","ASOT","September 23, 2021",1035
13,"Richard Durand & Christina Novelli","My Guiding Light","Muse Music","September 23, 2021",1035
14,"Paul Denton","Stomp","WAO138","September 23, 2021",1035
15,"Bryan Kearney","Euphoric Recall","FSOE","September 23, 2021",1035
16,"Service For Dreamers: Ilan Bluestone ft. Gid Sedgwick","Paid For Love","Anjunabeats","September 23, 2021",1035
17,"STANDERWICK","Amen","ASOT","September 23, 2021",1035
18,"Onova","Sonata","Deep In Thought","September 23, 2021",1035
19,"Dennis Pedersen & Lasse Macbeth","Expressions","Always Alive","September 23, 2021",1035
20,"M6","Aqua","Armada","September 23, 2021",1035
21,"Rex Mundi ft. Susana","Nothing At All (M6 Remix)","Armada","September 23, 2021",1035
22,"Lost Witness ft. Tracey Carmen","Happiness Happening (Rub!k Remix)","Armada","September 23, 2021",1035
23,"M6 & ReOrder","Crash","WAO138","September 23, 2021",1035
24,"Orjan Nilsen vs. Mark Sixma","Pantheon","Armada","September 23, 2021",1035
25,"MaRLo & HALIENE","Whisper (Chris Burke Remix)","Reaching Altitude","September 23, 2021",1035
26,"Andrea Mazza","Alone In Your Eyes","Go Music","September 23, 2021",1035
27,"Aki Harunari","Shigure","Digital Society","September 23, 2021",1035
28,"Yelow","Full Of Questions","Ava White","September 23, 2021",1035
29,"Craig Connelly","Golden Gate","FSOE","September 23, 2021",1035
1,"Trending Track: Armin van Buuren & Davina Michelle","Hold On (Armin van Buuren Club Mix)","Armada","September 30, 2021",1036
2,"ARTY","Live For","Armada","September 30, 2021",1036
3,"Kojun ft. Susana","Caught In A Memory","Serendipity Muzik","September 30, 2021",1036
4,"Progressive Pick: Scorz & Diana Miro","Shadow","Armada Electronic Elements","September 30, 2021",1036
5,"Tune Of The Week: KhoMha","Earthshine","Armind","September 30, 2021",1036
6,"Airbase","Escape (Sunny Lax Remix)","Armind","September 30, 2021",1036
7,"HALIENE","Glass Heart (Sunny Lax Remix)","Black Hole","September 30, 2021",1036
8,"Tempo Giusto","Yakuza","ASOT","September 30, 2021",1036
9,"Kyau & Albert","Runaway Girl (Beatsole Remix)","Euphonic","September 30, 2021",1036
10,"Future Favorite: Bryan Kearney","Euphoric Recall","FSOE","September 30, 2021",1036
11,"Armin van Buuren & Aly & Fila ft. Kazi Jay","For All Time","Armind","September 30, 2021",1036
12,"Roman Messer & Mike Zaloxx ft. Jennifer Rene","Lately","Suanda","September 30, 2021",1036
13,"XiJaro & Pitch & Sholan","No Remorse","FSOE","September 30, 2021",1036
14,"Service For Dreamers: Omar Sherif","A Brighter Future","FSOE","September 30, 2021",1036
15,"Corti Organ & Linney","Wild","Find Your Harmony","September 30, 2021",1036
16,"Paipy & Ramin Arab","Cannibal","Monster Tunes","September 30, 2021",1036
17,"Ferry Tayle & Dan Stone","Resilience","Fsoe Fables","September 30, 2021",1036
18,"Ahmed Romel","You Never Know","FSOE","September 30, 2021",1036
19,"Temple One","Protect You","Always Alive","September 30, 2021",1036
20,"Factor B","So Far Away (My Love)","Theatre Of The Mind","September 30, 2021",1036
21,"John O'Callaghan & Factor B","The Oath","Subculture","September 30, 2021",1036
22,"Factor B & Arielle Maren","Beacon Of Light","Theatre Of The Mind","September 30, 2021",1036
23,"Factor B & Cat Martin","Move Mountains","Theatre Of The Mind","September 30, 2021",1036
24,"Factor B","Innerspace","Theatre Of The Mind","September 30, 2021",1036
25,"Plastic Boy","Twixt (Yahel & Eran Buhbut & M.I.K.E. Push Transendental Mix)","Outburst","September 30, 2021",1036
26,"Masters & Nickson ft. Justine Suissa","Out There (5th Dimension)","Who's Afraid Of 138","September 30, 2021",1036
1,"STANDERWICK ft. Aidyl","I Can Be Your Lover","Armind","October 07, 2021",1037
2,"Titus1 & Euphoric 72 & Kintsuku","Who You Are","Enhanced","October 07, 2021",1037
3,"Progressive Pick: Fergie","Level Up","Armind","October 07, 2021",1037
4,"Tune Of The Week: SLANDER ft. Dylan Matthew","Love Is Gone (Armin van Buuren Remix)","Gud Vibrations","October 07, 2021",1037
5,"Alex Prima","Interlude","State Vision","October 07, 2021",1037
6,"Bigtopo & The Old Guard","Cesaraugusta","Suanda Progressive","October 07, 2021",1037
7,"Ørjan Nilsen vs. Mark Sixma","Pantheon","Armada","October 07, 2021",1037
8,"Ahmed Helmy","King's Future","Suanda","October 07, 2021",1037
9,"D72","Agni","Interplay Global","October 07, 2021",1037
10,"Susana","A Promise I Can't Keep","FSOE","October 07, 2021",1037
11,"Skyvol","Nostalgia","Lifting Force Music","October 07, 2021",1037
12,"Future Favorite: Ahmed Romel","You Never Know","FSOE","October 07, 2021",1037
13,"Alex M.O.R.P.H.","Godspeed","Vandit","October 07, 2021",1037
14,"Service For Dreamers: Armin van Buuren","I Live For That Energy (ASOT 800 Theme)","Armind","October 07, 2021",1037
15,"Emiol","Say That You Need Me","Ava Deep","October 07, 2021",1037
16,"Panté & Diana Miro","Babylon","Armada","October 07, 2021",1037
17,"Kyau & Albert","Runaway Girl (Heard Right Remix)","Euphonic","October 07, 2021",1037
18,"gardenstate","Alma","Anjunabeats","October 07, 2021",1037
19,"Marsh ft. Sun Ra","Another Planet","Anjunadeep","October 07, 2021",1037
20,"Dustin Husain","Just Say Yes","Flashover","October 07, 2021",1037
21,"Nomra & DanSoleil","Alive","Enhanced Prog","October 07, 2021",1037
22,"Ahmed Helmy","Fallin' Deeper","Interplay","October 07, 2021",1037
23,"Minus One","Hold Me (NatrX Remix)","Flashover","October 07, 2021",1037
24,"NyTiGen & Ruslan Borisov & T'eira","Shining Up There (Ruslan Radriges Dub Mix)","2rock","October 07, 2021",1037
25,"Purple Haze","Recover","Armind","October 07, 2021",1037
26,"DT8 Project ft. Alexta","Hold Me Till The End (Ferry Corsten Remix)","ASOT","October 07, 2021",1037
27,"Ferry Corsten","Punk (Reinier Zonneveld Remix)","Flashover","October 07, 2021",1037
1,"Cubicore & Oliver Moss ft. ID","ID","Enhanced","October 14, 2021",1038
2,"Cubicore ft. ID","ID","n/a","October 14, 2021",1038
3,"Tritonal ft. Cristina Soto","Everafter","n/a","October 14, 2021",1038
4,"Ruben de Ronde ft. ID","ID (Cubicore Remix)","Anjunabeats","October 14, 2021",1038
5,"Estiva","Sky","n/a","October 14, 2021",1038
6,"London Grammar","Baby It's You (Estiva Remix)","Ministry Of Sound","October 14, 2021",1038
7,"Miss Jane","It's A Fine Day (Estiva Remix)","Kontor","October 14, 2021",1038
8,"ID","ID","n/a","October 14, 2021",1038
9,"Schiller ft. Peter Heppner","I Feel You (Aly & Fila Remix)","Radikal","October 14, 2021",1038
10,"Billy Gillies","Lovesick","FSOE","October 14, 2021",1038
11,"Billy Gillies","ID","FSOE","October 14, 2021",1038
12,"Ferry Corsten","Punk (Reinier Zonneveld Remix)","Flashover","October 14, 2021",1038
13,"Roger Sanchez & Oliver Heldens ft. Toto","Another Chance","Defected","October 14, 2021",1038
14,"HI","LO & Reinier Zonneveld","n/a","October 14, 2021",1038
15,"HI","LO","n/a","October 14, 2021",1038
16,"HI","LO & Reinier Zonneveld","n/a","October 14, 2021",1038
17,"Sander van Doorn","Drink To Get Drunk (Avao Remix)","Doorn","October 14, 2021",1038
18,"Avao","Concentrate","Revealed","October 14, 2021",1038
19,"MaRLo","Visions (Avao Remix)","ASOT","October 14, 2021",1038
20,"Avao & Davey Asprey","System Shock","Reaching Altitude","October 14, 2021",1038
21,"Lana Del Rey","Summertime Sadness (Avao Remix)","Interscope","October 14, 2021",1038
22,"Rub!k","Air","ASOT","October 14, 2021",1038
23,"Rub!k","ID","n/a","October 14, 2021",1038
24,"Rub!k","ID","n/a","October 14, 2021",1038
25,"Rub!k","Everlast","n/a","October 14, 2021",1038
26,"Armin van Buuren vs. Vini Vici ft. Tribal Dance & Natalie Wamba","Yama","Armind","October 14, 2021",1038
27,"Ben Gold","ID","n/a","October 14, 2021",1038
28,"Ben Gold","ID","n/a","October 14, 2021",1038
29,"Ben Gold & Allen Watts","Change the World","n/a","October 14, 2021",1038
30,"Matt Fax","ID","n/a","October 14, 2021",1038
31,"Matt Fax","ID","n/a","October 14, 2021",1038
32,"Matt Fax","ID","n/a","October 14, 2021",1038
33,"Matt Fax","ID","n/a","October 14, 2021",1038
34,"ID","ID","n/a","October 14, 2021",1038
35,"ID","ID","n/a","October 14, 2021",1038
36,"Stoneface & Terminal & Robert Nickson","From The Sun","n/a","October 14, 2021",1038
37,"Ruben de Ronde & HALIENE","The Hardest Part","n/a","October 14, 2021",1038
38,"ID","ID","n/a","October 14, 2021",1038
39,"Ferry Corsten & Ruben de Ronde ft. David Westmeijer","Bloodstream","n/a","October 14, 2021",1038
40,"Gareth Emery & STANDERWICK ft. HALIENE","Saving Light (Ruben de Ronde Remix)","n/a","October 14, 2021",1038
41,"ID","ID","n/a","October 14, 2021",1038
42,"Ruben de Ronde & Elevven","Lucky Penny w/ CamelPhat & Cristoph ft. Jem Cooke","n/a","October 14, 2021",1038
43,"Ruben de Ronde ft. Eke","Wanderlust (ID Remix)","n/a","October 14, 2021",1038
44,"ID","ID","n/a","October 14, 2021",1038
45,"Cosmic Gate & Jaren Cerf","Try (Ruben de Ronde Remix)","n/a","October 14, 2021",1038
46,"Above & Beyond ft. Ashley Tomberlin","Can''t Sleep (Ruben de Ronde & Elevven Remix)","n/a","October 14, 2021",1038
47,"Estiva X Ruben de Ronde","Rainbow","n/a","October 14, 2021",1038
48,"HALIENE","Dream In Color (Ruben de Ronde Remix)","n/a","October 14, 2021",1038
49,"ID","ID","n/a","October 14, 2021",1038
50,"Ruben de Ronde & That Girl","Lose Yourself (Huem Remix)","n/a","October 14, 2021",1038
51,"M6","Aqua","n/a","October 14, 2021",1038
52,"Rex Mundi ft. Susana","Nothing At All (M6 Remix)","n/a","October 14, 2021",1038
53,"M6","Fade 2 Black (KhoMha Remix)","n/a","October 14, 2021",1038
54,"M6","Never Forgotten","n/a","October 14, 2021",1038
55,"Mark Sixma & Jordan Shaw","Somebody Else Instead (Fisherman Festival Mix)","n/a","October 14, 2021",1038
56,"M6 & Avao","Elemental","n/a","October 14, 2021",1038
57,"ID","ID","n/a","October 14, 2021",1038
58,"Lost Witness ft. Tracey Carmen","Happiness Happening (Rub!k Remix)","n/a","October 14, 2021",1038
59,"M6 & ReOrder ft. Sydnee Carter","Crash","n/a","October 14, 2021",1038
60,"ID","ID","n/a","October 14, 2021",1038
61,"Mark Sixma & Emma Hewitt","Missing (Jorn van Deynhoven Remix)","n/a","October 14, 2021",1038
62,"Ørjan Nilsen vs. Mark Sixma","Pantheon","n/a","October 14, 2021",1038
63,"Ørjan Nilsen","Between The Rays (Ørjan Nilsen pres. DJ Governor Remix)","n/a","October 14, 2021",1038
64,"ID","ID","n/a","October 14, 2021",1038
65,"Darren Tate & Jono Grant","Let The Light Shine In (ID Remix)","n/a","October 14, 2021",1038
66,"Armin van Buuren & AVIRA vs. Swedish House Mafia & Ty Dolla $ign & 070 Shake","Sirius vs. Lifetime (Armin van Buuren Mashup) (Intro Edit)","n/a","October 14, 2021",1038
67,"Rub!k","Everlast","n/a","October 14, 2021",1038
68,"Bigtopo","Back & Forth","n/a","October 14, 2021",1038
69,"ID","ID","n/a","October 14, 2021",1038
70,"Alexander Popov & Kitone vs. Armin van Buuren & Jake Reese","Control Me vs. Need You Now (Armin van Buuren Mashup)","n/a","October 14, 2021",1038
71,"Shouse","Love Tonight (David Guetta Remix)","n/a","October 14, 2021",1038
72,"Steve Aoki & Armin van Buuren","Music Means Love Forever","n/a","October 14, 2021",1038
73,"Ørjan Nilsen & Mark Sixma vs. Emma Hewitt","Pantheon vs. Missing (Armin van Buuren Mashup)","n/a","October 14, 2021",1038
74,"Ahmed Helmy","King''s Future","n/a","October 14, 2021",1038
75,"Bigtopo & The Old Guard","Cesaraugusta","n/a","October 14, 2021",1038
76,"Airborn & Bogdan Vix & KeyPlayer vs. Armin Van Buuren & Mr. Probz","Run Away vs. Another You (Armin van Buuren Mashup)","n/a","October 14, 2021",1038
77,"Armin van Buuren & Davina Michelle","Hold On (Armin van Buuren Club Mix)","n/a","October 14, 2021",1038
78,"Armin van Buuren & Shapov","La Résistance De L''Amour","n/a","October 14, 2021",1038
79,"Ørjan Nilsen","Volt","n/a","October 14, 2021",1038
80,"Age Of Love","The Age Of Love (Charlotte De Witte & Enrico Sangiuliano Remix)","n/a","October 14, 2021",1038
81,"Fergie","Level Up","n/a","October 14, 2021",1038
82,"Armin van Buuren & Push","In The Dark You Shine","n/a","October 14, 2021",1038
83,"Push","Universal Nation (Ørjan Nilsen Remix)","n/a","October 14, 2021",1038
84,"ID","ID","n/a","October 14, 2021",1038
85,"Saltwater","The Legacy (ReOrder Remix)","n/a","October 14, 2021",1038
86,"Armin van Buuren & Jorn van Deynhoven","Lost In Space","n/a","October 14, 2021",1038
87,"ID","ID","n/a","October 14, 2021",1038
88,"Armin van Buuren & Giuseppe Ottaviani","Magico","n/a","October 14, 2021",1038
89,"Armin van Buuren & Aly & Fila ft. Kazi Jay","For All Time","n/a","October 14, 2021",1038
90,"Armin van Buuren","Turn The World Into A Dancefloor (ASOT 1000 Anthem)","n/a","October 14, 2021",1038
91,"Armin van Buuren & Avalan","Should I Wait (Rising Star Remix) (Live Vocals)","n/a","October 14, 2021",1038
92,"John O''Callaghan & Cold Blue vs. Marcelo Fratini vs. DJ Wag vs. Armin Van Buuren & Susana","Symmetric vs. T.O.T. vs. Man On The Moon vs. Shivers (Armin van Buuren Mashup)","n/a","October 14, 2021",1038
93,"Armin van Buuren & Tempo Giusto","Mr. Navigator","n/a","October 14, 2021",1038
94,"Maarten De Jong","X2","n/a","October 14, 2021",1038
95,"Omnia & IRA","The Fusion (Blastoyz Remix)","n/a","October 14, 2021",1038
96,"Armin van Buuren & Susana","Home With You (ID Remix) (Live Vocals)","n/a","October 14, 2021",1038
97,"W&W & Armin van Buuren vs. Wolfpack & Warp Brothers","Ready To Phatt Bass (Warp Brothers Mashup)","n/a","October 14, 2021",1038
98,"Artento Divini vs. Davey Asprey","D.A.A.D. w/Armin van Buuren vs. Vini Vici ft. Hilight Tribe","n/a","October 14, 2021",1038
99,"Armin van Buuren vs. Vini Vici ft. Hilight Tribe","Great Spirit w/ ID","n/a","October 14, 2021",1038
100,"Armin van Buuren & Vini Vici & ALOK ft. Zafrir","United","n/a","October 14, 2021",1038
101,"Armin van Buuren vs. Vini Vici ft. Tribal Dance & Natalie Wamba","Yama","n/a","October 14, 2021",1038
102,"System F","Out Of The Blue (Vini Vici Remix)","n/a","October 14, 2021",1038
103,"iiO ft. Nadia Ali","Rapture (ID Remix)","n/a","October 14, 2021",1038
104,"W&W x Vini Vici","Chakra","n/a","October 14, 2021",1038
105,"Omiki & Sagi Abitbul","Yumba","n/a","October 14, 2021",1038
106,"Dimitri Vegas & Like Mike vs. Vini Vici & Liquid Soul","Untz Untz w/ Dimitri Vegas & Like Mike vs. Vini Vici & Liquid Soul","n/a","October 14, 2021",1038
107,"Lewis Capaldi","Someone You Loved (Vini Vici Remix)","n/a","October 14, 2021",1038
108,"Hilight Tribe vs. Alchimyst & P.R.O.G.","Free Runes (Vini Vici Mashup)","n/a","October 14, 2021",1038
109,"ID","ID","n/a","October 14, 2021",1038
110,"Vini Vici","The Tribe","n/a","October 14, 2021",1038
111,"Motorcycle","As The Rush Comes (WHITENO1SE Remix)","n/a","October 14, 2021",1038
112,"ID","ID","n/a","October 14, 2021",1038
113,"Gigi D''Agostino","Bla Bla Bla (Vini Vici Remix)","n/a","October 14, 2021",1038
114,"Swedish House Mafia ft. John Martin","Don''t You Worry Child (ID Remix)","n/a","October 14, 2021",1038
115,"Energy 52","Cafe Del Mar (Vini Vici Remix)","n/a","October 14, 2021",1038
116,"Shouse","Love Tonight (ID Remix)","n/a","October 14, 2021",1038
117,"Vini Vici & Neelix ft. MKLA","Come Close","n/a","October 14, 2021",1038
118,"ID","ID","n/a","October 14, 2021",1038
119,"Above & Beyond ft. Richard Bedford","Sun & Moon (Blastoyz Remix)","n/a","October 14, 2021",1038
120,"Terra","Inka","n/a","October 14, 2021",1038
121,"Carmen Twillie & Lebo M. vs. Andrew Rayel & Graham Bell & Blastoyz","Circle Of Life vs. Tambores (Vini Vici Mashup)","n/a","October 14, 2021",1038
122,"Dimitri Vegas & Like Mike vs. Vini Vici","Get In Trouble (So What) w/ Dimitri Vegas & Like Mike vs. Vini Vici","n/a","October 14, 2021",1038
1,"ALPHA 9","The Purpose Is You","Anjunabeats","October 21, 2021",1039
2,"Lumïsade & Lucid Blue","Open Water","ASOT","October 21, 2021",1039
3,"Trending Track: SLANDER ft. Dylan Matthew","Love Is Gone (Armin van Buuren Remix)","Gud Vibrations","October 21, 2021",1039
4,"Temple One & Daniel Kandi & Gid Sedgwick","Losing Light","Always Alive","October 21, 2021",1039
5,"Cosmic Gate & Diana Miro","Blame (Pavel Khvaleev Remix)","Wake Your Mind","October 21, 2021",1039
6,"Progressive Pick: Sam Bagira","One Moment","Enhanced","October 21, 2021",1039
7,"Tune Of The Week: Armin van Buuren vs. Vini Vici ft. Tribal Dance & Natalie Wamba","Yama","Armind","October 21, 2021",1039
8,"Philippe El Sisi & Omar Sherif","Chasing Sunrise","FSOE","October 21, 2021",1039
9,"BOND (UK) ft. Kazi Jay","Our Anthem","ASOT","October 21, 2021",1039
10,"James Dymond & James R K Freeman","Opus 1","Go Music","October 21, 2021",1039
11,"Future Favorite: DJ T.H. & Cyre & Linnea Schössow","Chasing Shadows","FSOE","October 21, 2021",1039
12,"Peter Miethig","Epic Atmosphere","State Soundscapes","October 21, 2021",1039
13,"Allen Watts","Visions","WAO138","October 21, 2021",1039
14,"Service For Dreamers: Yoel Lewis ft. SIVAN","Caesarea","Armind","October 21, 2021",1039
15,"Terk Dawn Pres. Divinity Of Mind","Alpha Centauri (Vascotia Remix)","Blue Soho","October 21, 2021",1039
16,"Billy Gillies","Lovesick","FSOE","October 21, 2021",1039
17,"Asteroid","Voices Of Gaia","Afterdark","October 21, 2021",1039
18,"HALIENE","Glass Heart (Craig Connelly Remix)","Black Hole","October 21, 2021",1039
19,"gardenstate & Nandini Srikar","Aurora","Anjunabeats","October 21, 2021",1039
20,"gardenstate","By Your Side","Anjunabeats","October 21, 2021",1039
21,"gardenstate & GVN","Take Me There","Anjunabeats","October 21, 2021",1039
22,"gardenstate & Gjon's Tears","Répondez","n/a","October 21, 2021",1039
23,"gardenstate & Bien","The Best Part (gardenstate Outer Space Mix)","Anjunabeats","October 21, 2021",1039
24,"Matt Bukovski ft. Tiff Lacey","Swept Away (Uplifting Mix)","Digital Society","October 21, 2021",1039
25,"Craig Connelly & James Cottle","Place In The Stars","Subculture","October 21, 2021",1039
26,"Story Of Oz","Eskimo","Deep In Thought","October 21, 2021",1039
27,"Susana","A Promise I Can't Keep","n/a","October 21, 2021",1039
1,"Giuseppe Ottaviani & Monika Santucci","With You","Black Hole","October 28, 2021",1040
2,"gardenstate & Gabriel & Dresden & Andy Moor & PROFF ft. Mokka","Revival","Anjunabeats","October 28, 2021",1040
3,"Maor Levi","Am I Dreaming","Anjunabeats","October 28, 2021",1040
4,"Dave Neven & GXD","Allies","ASOT","October 28, 2021",1040
5,"Super8 & Tab ft. Jess Ball","Live For Tonight (Scorz Remix)","Armind","October 28, 2021",1040
6,"Tune Of The Week: Shapov","Cornerstone","Armada","October 28, 2021",1040
7,"Kryder & Asymptone","Crashing Down (M3TTA Remix)","Black Hole","October 28, 2021",1040
8,"Progressive Pick: Ahmed Helmy","Lost In A State","Serendipity Muzik","October 28, 2021",1040
9,"Factor B","Sea Of Thoughts","Theatre Of The Mind","October 28, 2021",1040
10,"Trending Track: Armin van Buuren vs. Vini Vici ft. Tribal Dance & Natalie Wamba","Yama","Armind","October 28, 2021",1040
11,"Future Favorite: Philippe El Sisi & Omar Sherif","Chasing Sunrise","FSOE","October 28, 2021",1040
12,"XiJaro & Pitch","Party On","Who's Afraid Of 138","October 28, 2021",1040
13,"Eco","Let You Down (Chris Schweizer Remix)","Black Hole","October 28, 2021",1040
14,"Talla 2XLC & RAM & Natalie Gioia","Shine","Nocturnal Knights","October 28, 2021",1040
15,"David Forbes","Sail","Who's Afraid Of 138","October 28, 2021",1040
16,"Service For Dreamers: Tiësto","Lethal Industry","Magik Muzik","October 28, 2021",1040
17,"MaRLo & Monika Santucci","Colder","Reaching Altitude","October 28, 2021",1040
18,"Sam Laxton","Temptations","AVA","October 28, 2021",1040
19,"Jordan Tobias","Island Home","Subculture","October 28, 2021",1040
20,"Corti Organ & Heatbeat","Dr. Chaos","Find Your Harmony","October 28, 2021",1040
21,"Grooveyard vs. Wildchild","Mary Goes Renegade Master (Signum Bootleg)","Polydor","October 28, 2021",1040
22,"Signum","Flashback","Reaching Altitude","October 28, 2021",1040
23,"John O'Callaghan & Factor B","The Oath","Subculture","October 28, 2021",1040
24,"Ciaran McAuley & Audrey Gallagher","If This Is How It Ends","FSOE","October 28, 2021",1040
25,"Tiësto","Elements Of Life (RAM Fusion Remix)","Nocturnal Knights Reworked","October 28, 2021",1040
1,"Andrew Rayel & Takis feat. Zagata","Closer","Armada Music","November 04, 2021",1041
2,"Maor Levi feat. Roel","Doors (Taken from Am I Dreaming)","Anjunabeats","November 04, 2021",1041
3,"Farius & Sue McLaren","Love Is Love (Siskin Remix)","Enhanced","November 04, 2021",1041
4,"CubeTonic & Makizante","Feel Me Now","Suanda","November 04, 2021",1041
5,"Tune Of The Week: Ahmed Helmy","Space Mission","A State Of Trance","November 04, 2021",1041
6,"ReOrder & Jordan Tobias present Crowd+Ctrl","High","A State Of Trance","November 04, 2021",1041
7,"Progressive Pick: Hel:sløwed","Rushed","A State Of Trance","November 04, 2021",1041
8,"Danny Avila","The Captain","Armind","November 04, 2021",1041
9,"Future Favorite: Factor B","Sea of Thoughts","Theatre of the Mind","November 04, 2021",1041
10,"Frainbreeze & ThoBa","Magnifica","Suanda","November 04, 2021",1041
11,"FEEL","Andrew Mirt & Alexandra Badoi (Our Love)","n/a","November 04, 2021",1041
12,"Simon Patterson & Will Atkinson","Golden Hour","VII","November 04, 2021",1041
13,"Matt Eray","Out Of Control","A State Of Trance","November 04, 2021",1041
14,"Christopher Corrigan","Heartfelt","Regenerate","November 04, 2021",1041
15,"Richard Durand & Susana","I Matter To You","Magik Muzik","November 04, 2021",1041
